Order_ID,Order_Date,Category,Product,Region,Customer_Segment,Quantity,Unit_Price,Sales,Profit
296,2025-09-15 00:00:00,Office Supplies,File Folder,East,Consumer,7,405.02,2835.14,786.59
297,2025-04-09 00:00:00,Electronics,Laptop,South,Consumer,5,409.46,2047.3,239.19
298,2025-08-24 00:00:00,Accessories,Backpack,East,Corporate,4,495.21,1980.84,210.89
299,2025-07-14 00:00:00,Electronics,Laptop,North,Corporate,7,280.82,1965.74,125.86
300,2025-08-11 00:00:00,Electronics,Headphones,North,Corporate,6,287.27,1723.62,455.88
301,2025-04-19 00:00:00,Electronics,Monitor,North,Consumer,8,142.84,1142.72,321.15
302,2025-06-11 00:00:00,Office Supplies,File Folder,North,Consumer,1,481.12,481.12,94.66
303,2025-10-16 00:00:00,Accessories,Backpack,East,Consumer,4,287.68,1150.72,301.9
304,2025-02-10 00:00:00,Office Supplies,Stapler,South,Small Business,6,36.31,217.86,34.7
305,2025-01-16 00:00:00,Electronics,Keyboard,West,Corporate,5,393.94,1969.7,320.35
306,2025-04-06 00:00:00,Furniture,Bookshelf,West,Corporate,7,51.99,363.93,74.48
307,2025-03-20 00:00:00,Furniture,Chair,North,Corporate,7,358.72,2511.04,523.49
308,2025-02-16 00:00:00,Accessories,USB Cable,East,Consumer,1,472.05,472.05,76.09
309,2025-04-06 00:00:00,Office Supplies,Notebook,South,Consumer,7,229.93,1609.51,303.69
310,2025-07-01 00:00:00,Accessories,Backpack,North,Consumer,2,302.49,604.98,148.89
311,2025-07-18 00:00:00,Accessories,Backpack,East,Corporate,2,365.17,730.34,138.68
312,2025-07-14 00:00:00,Furniture,Sofa,South,Small Business,3,78.03,234.09,29.33
313,2025-08-11 00:00:00,Accessories,Water Bottle,North,Consumer,5,216.34,1081.7,185.03
314,2025-11-17 00:00:00,Electronics,Keyboard,East,Consumer,8,300.97,2407.76,238.1
315,2025-07-22 00:00:00,Electronics,Headphones,East,Consumer,6,422.39,2534.34,367.41
316,2025-11-30 00:00:00,Office Supplies,Stapler,East,Corporate,3,157.21,471.63,94.7
317,2025-07-23 00:00:00,Furniture,Table,East,Consumer,6,152.81,916.86,205.14
318,2025-07-12 00:00:00,Accessories,Wallet,South,Corporate,5,410.08,2050.4,303.94
319,2025-10-07 00:00:00,Electronics,Monitor,South,Small Business,3,344.04,1032.12,193.55
320,2025-12-21 00:00:00,Accessories,Water Bottle,West,Corporate,2,411.29,822.58,204.75
321,2025-06-05 00:00:00,Accessories,Phone Stand,South,Small Business,4,133.81,535.24,47.39
322,2025-11-03 00:00:00,Accessories,Phone Stand,North,Corporate,8,295.3,2362.4,433.72
323,2025-12-26 00:00:00,Accessories,Wallet,North,Corporate,2,63.59,127.18,14.25
324,2025-11-27 00:00:00,Office Supplies,Pen,North,Small Business,7,483.74,3386.18,450.02
325,2025-05-13 00:00:00,Accessories,Backpack,North,Consumer,4,260.23,1040.92,187.05
326,2025-08-26 00:00:00,Furniture,Table,East,Corporate,3,179.03,537.09,30.15
327,2025-03-01 00:00:00,Electronics,Keyboard,West,Consumer,3,180.68,542.04,73.59
328,2025-09-01 00:00:00,Furniture,Sofa,West,Corporate,2,224.7,449.4,100.75
329,2025-12-30 00:00:00,Office Supplies,Notebook,East,Consumer,2,21.07,42.14,5.72
330,2025-03-31 00:00:00,Electronics,Headphones,South,Small Business,3,172.18,516.54,80.89
331,2025-04-05 00:00:00,Accessories,Water Bottle,West,Small Business,3,323.83,971.49,153.53
332,2025-10-31 00:00:00,Electronics,Monitor,South,Corporate,7,200.53,1403.71,317.5
333,2025-02-22 00:00:00,Furniture,Bookshelf,North,Small Business,3,189.24,567.72,56.36
334,2025-11-24 00:00:00,Electronics,Keyboard,West,Small Business,6,302.52,1815.12,368.16
335,2025-11-13 00:00:00,Electronics,Keyboard,East,Corporate,3,408.73,1226.19,277.73
336,2025-03-10 00:00:00,Office Supplies,File Folder,North,Small Business,6,67.75,406.5,51.36
337,2025-07-18 00:00:00,Furniture,Bookshelf,South,Small Business,7,302.25,2115.75,409.82
338,2025-10-03 00:00:00,Accessories,Water Bottle,West,Small Business,3,281.91,845.73,145.81
339,2025-11-14 00:00:00,Furniture,Desk,East,Corporate,1,434.11,434.11,125.01
340,2025-10-15 00:00:00,Accessories,Water Bottle,South,Corporate,8,210.48,1683.84,291.19
341,2025-10-17 00:00:00,Accessories,Phone Stand,South,Consumer,1,399.98,399.98,42.05
342,2025-05-28 00:00:00,Electronics,Keyboard,South,Small Business,3,392.56,1177.68,225.42
343,2025-02-28 00:00:00,Accessories,Wallet,North,Small Business,5,389.81,1949.05,498.61
344,2025-08-14 00:00:00,Office Supplies,File Folder,North,Small Business,4,494.99,1979.96,149.69
345,2025-05-15 00:00:00,Furniture,Bookshelf,North,Corporate,6,432.48,2594.88,186.17
346,2025-10-29 00:00:00,Electronics,Headphones,South,Small Business,6,431.91,2591.46,524.94
347,2025-04-16 00:00:00,Accessories,Water Bottle,South,Consumer,1,289.34,289.34,52.97
348,2025-10-21 00:00:00,Furniture,Bookshelf,East,Corporate,5,476.67,2383.35,425.68
349,2025-05-22 00:00:00,Electronics,Headphones,West,Consumer,3,353.7,1061.1,88.25
350,2025-07-21 00:00:00,Furniture,Bookshelf,South,Small Business,8,79.66,637.28,132.62
351,2025-11-21 00:00:00,Accessories,Phone Stand,West,Consumer,2,207.4,414.8,98.49
352,2025-10-25 00:00:00,Office Supplies,Stapler,West,Corporate,1,435.76,435.76,114.08
353,2025-10-01 00:00:00,Electronics,Mouse,East,Consumer,7,116.74,817.18,128.63
354,2025-05-26 00:00:00,Furniture,Table,East,Corporate,6,278.18,1669.08,137.95
355,2025-02-20 00:00:00,Accessories,USB Cable,North,Consumer,8,17.98,143.84,40.61
356,2025-08-08 00:00:00,Furniture,Table,West,Consumer,4,497.89,1991.56,552.36
357,2025-12-02 00:00:00,Office Supplies,Pen,East,Consumer,6,132.69,796.14,113.82
358,2025-06-06 00:00:00,Furniture,Chair,West,Small Business,4,220.32,881.28,64.16
359,2025-02-09 00:00:00,Electronics,Laptop,South,Corporate,3,300.9,902.7,162.36
360,2025-06-25 00:00:00,Accessories,Backpack,North,Small Business,2,494.2,988.4,153.77
361,2025-07-16 00:00:00,Furniture,Table,North,Consumer,2,368.07,736.14,55.66
362,2025-07-15 00:00:00,Office Supplies,Printer Paper,East,Consumer,3,324.37,973.11,213.39
363,2025-11-29 00:00:00,Electronics,Monitor,North,Small Business,3,225.65,676.95,156.11
364,2025-02-14 00:00:00,Furniture,Table,West,Consumer,2,78.61,157.22,12.7
365,2025-03-13 00:00:00,Accessories,USB Cable,West,Corporate,4,145.71,582.84,41.42
366,2025-09-23 00:00:00,Office Supplies,Notebook,East,Consumer,4,376.44,1505.76,186.54
367,2025-02-27 00:00:00,Electronics,Headphones,West,Corporate,4,254.8,1019.2,202.29
368,2025-07-18 00:00:00,Electronics,Keyboard,East,Consumer,7,189.05,1323.35,292.11
369,2025-02-04 00:00:00,Accessories,Backpack,North,Small Business,1,138.47,138.47,8.3
370,2025-12-31 00:00:00,Electronics,Mouse,East,Small Business,7,217.55,1522.85,229.29
371,2025-02-10 00:00:00,Furniture,Bookshelf,North,Corporate,4,487.41,1949.64,173.21
372,2025-12-24 00:00:00,Office Supplies,Stapler,North,Corporate,7,367.68,2573.76,673.34
373,2025-03-01 00:00:00,Electronics,Headphones,North,Corporate,8,310.03,2480.24,158.13
374,2025-03-12 00:00:00,Furniture,Chair,North,Small Business,1,90.28,90.28,26.02
375,2025-05-18 00:00:00,Office Supplies,Pen,East,Consumer,2,388,776,44.5
376,2025-12-31 00:00:00,Accessories,USB Cable,North,Corporate,2,253.11,506.22,89.95
377,2025-03-22 00:00:00,Electronics,Mouse,South,Corporate,5,388.93,1944.65,531.99
378,2025-01-07 00:00:00,Electronics,Headphones,North,Consumer,4,32.53,130.12,18.35
379,2025-12-02 00:00:00,Furniture,Desk,North,Small Business,7,120.01,840.07,94.14
380,2025-07-10 00:00:00,Office Supplies,Printer Paper,North,Small Business,2,256,512,141.05
381,2025-02-05 00:00:00,Furniture,Desk,North,Corporate,8,434.36,3474.88,845.72
382,2025-08-22 00:00:00,Office Supplies,Printer Paper,North,Small Business,1,190.77,190.77,23.45
383,2025-07-08 00:00:00,Office Supplies,File Folder,South,Corporate,8,498.92,3991.36,973.78
384,2025-01-13 00:00:00,Furniture,Desk,North,Corporate,4,275.36,1101.44,230.18
385,2025-07-12 00:00:00,Electronics,Keyboard,North,Small Business,5,60.94,304.7,55.59
386,2025-03-14 00:00:00,Furniture,Table,West,Consumer,5,55.58,277.9,77.9
387,2025-02-13 00:00:00,Accessories,USB Cable,West,Small Business,2,257.66,515.32,107.86
388,2025-12-06 00:00:00,Accessories,Backpack,North,Corporate,3,126.02,378.06,43.57
389,2025-08-20 00:00:00,Office Supplies,Stapler,East,Corporate,5,124.47,622.35,177.92
390,2025-02-24 00:00:00,Furniture,Sofa,North,Consumer,3,230.29,690.87,88.78
391,2025-08-20 00:00:00,Electronics,Monitor,East,Consumer,5,237.04,1185.2,311.85
392,2025-12-23 00:00:00,Electronics,Headphones,East,Small Business,1,115.36,115.36,30.47
393,2025-07-22 00:00:00,Furniture,Chair,South,Corporate,1,341.82,341.82,39.32
394,2025-10-12 00:00:00,Furniture,Chair,West,Corporate,4,56.42,225.68,17.03
395,2025-04-24 00:00:00,Furniture,Chair,North,Consumer,3,107.09,321.27,48.24
396,2025-01-12 00:00:00,Electronics,Monitor,East,Consumer,2,106.9,213.8,45.22
397,2025-01-22 00:00:00,Furniture,Chair,East,Consumer,8,34.81,278.48,78.26
398,2025-07-15 00:00:00,Accessories,Phone Stand,West,Consumer,7,94.68,662.76,68.71
399,2025-03-18 00:00:00,Furniture,Bookshelf,East,Corporate,1,310.91,310.91,63.5
400,2025-09-03 00:00:00,Office Supplies,Stapler,West,Small Business,1,52.98,52.98,7.72
401,2025-10-06 00:00:00,Accessories,Water Bottle,South,Small Business,1,494.81,494.81,121.47
402,2025-10-17 00:00:00,Office Supplies,Stapler,West,Corporate,6,200.31,1201.86,114.12
403,2025-05-24 00:00:00,Office Supplies,File Folder,South,Consumer,1,406.24,406.24,68.22
404,2025-02-21 00:00:00,Office Supplies,File Folder,South,Consumer,4,331.86,1327.44,154.82
405,2025-03-30 00:00:00,Electronics,Headphones,West,Corporate,3,125.91,377.73,48.92
406,2025-12-25 00:00:00,Office Supplies,File Folder,North,Small Business,6,474.3,2845.8,543.27
407,2025-09-09 00:00:00,Furniture,Table,East,Consumer,1,54.23,54.23,5.87
408,2025-06-19 00:00:00,Furniture,Chair,West,Consumer,4,405.16,1620.64,219.09
409,2025-03-17 00:00:00,Furniture,Bookshelf,North,Consumer,3,389.44,1168.32,305.66
410,2025-12-06 00:00:00,Office Supplies,Notebook,East,Small Business,7,297.15,2080.05,279.02
411,2025-08-12 00:00:00,Office Supplies,Pen,South,Small Business,8,328.1,2624.8,245.55
412,2025-06-07 00:00:00,Office Supplies,Pen,South,Corporate,5,72.4,362,84.06
413,2025-11-05 00:00:00,Accessories,Wallet,North,Consumer,6,461.31,2767.86,807.89
414,2025-03-14 00:00:00,Furniture,Sofa,North,Corporate,6,375.22,2251.32,246.52
415,2025-12-10 00:00:00,Office Supplies,Pen,North,Small Business,6,228.85,1373.1,159.7
416,2025-02-25 00:00:00,Furniture,Chair,East,Corporate,1,33.59,33.59,5.36
417,2025-07-13 00:00:00,Accessories,Water Bottle,West,Corporate,6,277.55,1665.3,125.49
418,2025-08-20 00:00:00,Accessories,Wallet,South,Consumer,2,401.61,803.22,46.87
419,2025-02-07 00:00:00,Electronics,Keyboard,East,Consumer,6,93.35,560.1,80.58
420,2025-11-01 00:00:00,Electronics,Monitor,North,Corporate,8,355.21,2841.68,448.5
421,2025-01-28 00:00:00,Furniture,Sofa,West,Consumer,2,172.24,344.48,101.14
422,2025-05-25 00:00:00,Accessories,Wallet,East,Small Business,5,126.4,632,39.44
423,2025-01-02 00:00:00,Accessories,Water Bottle,North,Corporate,7,52.94,370.58,94.86
424,2025-04-16 00:00:00,Accessories,Water Bottle,North,Consumer,3,322.71,968.13,284.89
425,2025-08-30 00:00:00,Accessories,Backpack,East,Corporate,8,448.49,3587.92,417.1
426,2025-07-09 00:00:00,Accessories,Water Bottle,East,Corporate,3,228.43,685.29,79.37
427,2025-10-16 00:00:00,Accessories,USB Cable,South,Corporate,1,84.05,84.05,18.84
428,2025-07-31 00:00:00,Electronics,Laptop,East,Small Business,4,281.26,1125.04,292.73
429,2025-05-01 00:00:00,Accessories,Wallet,West,Small Business,8,156.44,1251.52,186.1
430,2025-08-18 00:00:00,Electronics,Monitor,South,Consumer,3,475.04,1425.12,130.81
431,2025-08-05 00:00:00,Furniture,Desk,South,Consumer,2,494.26,988.52,157.02
432,2025-02-04 00:00:00,Furniture,Sofa,East,Corporate,2,200.17,400.34,59.79
433,2025-12-25 00:00:00,Office Supplies,Printer Paper,West,Consumer,7,65.13,455.91,39.85
434,2025-10-02 00:00:00,Electronics,Laptop,North,Corporate,6,440.17,2641.02,306.45
435,2025-03-30 00:00:00,Accessories,Wallet,West,Consumer,5,207.46,1037.3,212.19
436,2025-12-20 00:00:00,Accessories,Backpack,West,Corporate,4,34.15,136.6,23.06
437,2025-06-05 00:00:00,Office Supplies,Printer Paper,North,Corporate,5,147.37,736.85,127.4
438,2025-08-15 00:00:00,Electronics,Headphones,South,Corporate,6,142.02,852.12,131.39
439,2025-07-28 00:00:00,Electronics,Headphones,West,Consumer,8,382.15,3057.2,815.65
440,2025-06-09 00:00:00,Electronics,Monitor,South,Consumer,7,76.47,535.29,140.69
441,2025-01-30 00:00:00,Electronics,Headphones,South,Consumer,4,26.2,104.8,6.56
442,2025-08-26 00:00:00,Office Supplies,Pen,East,Corporate,7,321.35,2249.45,182.13
443,2025-11-01 00:00:00,Electronics,Headphones,East,Corporate,8,97.02,776.16,207.72
444,2025-12-19 00:00:00,Office Supplies,Printer Paper,South,Corporate,2,149.68,299.36,43.9
445,2025-11-28 00:00:00,Furniture,Sofa,South,Consumer,4,342.07,1368.28,160.46
446,2025-01-05 00:00:00,Accessories,Wallet,North,Small Business,8,456.64,3653.12,773.89
447,2025-06-06 00:00:00,Electronics,Headphones,East,Small Business,5,217.67,1088.35,156.85
448,2025-08-27 00:00:00,Office Supplies,Stapler,East,Consumer,5,341.83,1709.15,437.68
449,2025-09-19 00:00:00,Accessories,Wallet,North,Consumer,6,285.11,1710.66,339.47
450,2025-02-02 00:00:00,Office Supplies,Printer Paper,North,Corporate,6,494.3,2965.8,623.26
451,2025-03-18 00:00:00,Office Supplies,Printer Paper,East,Consumer,4,450.85,1803.4,453.3
452,2025-01-14 00:00:00,Accessories,USB Cable,South,Small Business,8,498.76,3990.08,458.29
453,2025-01-19 00:00:00,Accessories,Phone Stand,West,Small Business,4,178.15,712.6,162.72
454,2025-12-03 00:00:00,Accessories,USB Cable,East,Consumer,3,153.95,461.85,77.45
455,2025-06-21 00:00:00,Office Supplies,File Folder,South,Small Business,2,118.9,237.8,25.17
456,2025-05-14 00:00:00,Office Supplies,Stapler,East,Corporate,5,237.24,1186.2,94.24
457,2025-04-10 00:00:00,Electronics,Monitor,North,Corporate,2,435.07,870.14,126.53
458,2025-03-12 00:00:00,Office Supplies,Stapler,North,Consumer,4,177.91,711.64,211.21
459,2025-04-03 00:00:00,Accessories,Water Bottle,East,Small Business,2,248.91,497.82,103.43
460,2025-08-20 00:00:00,Furniture,Bookshelf,North,Consumer,5,112.6,563,137.03
461,2025-11-11 00:00:00,Furniture,Table,North,Consumer,7,320.41,2242.87,338.33
462,2025-10-01 00:00:00,Accessories,Phone Stand,North,Consumer,4,368.02,1472.08,423.25
463,2025-12-13 00:00:00,Office Supplies,File Folder,South,Consumer,1,317.08,317.08,35.58
464,2025-07-16 00:00:00,Office Supplies,Printer Paper,South,Consumer,5,91.84,459.2,117.54
465,2025-09-24 00:00:00,Office Supplies,Printer Paper,West,Small Business,6,222.5,1335,295.96
466,2025-04-07 00:00:00,Furniture,Bookshelf,West,Corporate,3,474.56,1423.68,397.99
467,2025-03-09 00:00:00,Accessories,Backpack,South,Consumer,4,369.7,1478.8,291.95
468,2025-11-30 00:00:00,Furniture,Chair,East,Small Business,1,193.84,193.84,40.72
469,2025-02-25 00:00:00,Electronics,Monitor,North,Small Business,1,33.64,33.64,2.66
470,2025-05-10 00:00:00,Accessories,Phone Stand,North,Small Business,8,353.92,2831.36,287.03
471,2025-02-21 00:00:00,Electronics,Keyboard,West,Small Business,5,315.17,1575.85,354.85
472,2025-02-28 00:00:00,Accessories,Backpack,North,Corporate,2,253.89,507.78,102.7
473,2025-12-27 00:00:00,Office Supplies,File Folder,South,Corporate,7,154.72,1083.04,64.82
474,2025-05-01 00:00:00,Accessories,Water Bottle,West,Corporate,1,16.25,16.25,1.17
475,2025-02-16 00:00:00,Electronics,Monitor,West,Consumer,2,364.55,729.1,54.92
476,2025-05-16 00:00:00,Office Supplies,Pen,West,Corporate,8,34.54,276.32,69.99
477,2025-06-10 00:00:00,Electronics,Keyboard,East,Small Business,7,371.88,2603.16,191.98
478,2025-11-28 00:00:00,Electronics,Laptop,South,Small Business,3,171.04,513.12,140.41
479,2025-04-04 00:00:00,Office Supplies,Notebook,East,Corporate,2,206.38,412.76,119.94
480,2025-11-29 00:00:00,Office Supplies,Stapler,West,Corporate,3,65.4,196.2,43.96
481,2025-10-30 00:00:00,Electronics,Headphones,North,Corporate,8,403.11,3224.88,708.18
482,2025-11-10 00:00:00,Furniture,Sofa,West,Corporate,1,432.66,432.66,116.81
483,2025-07-30 00:00:00,Furniture,Table,West,Consumer,8,32.53,260.24,30.03
484,2025-06-23 00:00:00,Office Supplies,Notebook,South,Small Business,2,222.1,444.2,102.9
485,2025-10-13 00:00:00,Accessories,USB Cable,West,Consumer,1,15.71,15.71,4.46
486,2025-09-09 00:00:00,Accessories,Phone Stand,South,Consumer,6,128.04,768.24,224.74
487,2025-11-26 00:00:00,Electronics,Monitor,South,Small Business,7,207.61,1453.27,158.04
488,2025-09-13 00:00:00,Accessories,Phone Stand,West,Consumer,8,164.87,1318.96,389.31
489,2025-01-19 00:00:00,Electronics,Laptop,West,Corporate,1,414.7,414.7,102.82
490,2025-12-10 00:00:00,Office Supplies,File Folder,South,Small Business,8,475.67,3805.36,535.93
491,2025-10-14 00:00:00,Electronics,Headphones,West,Corporate,8,361.16,2889.28,406.88
492,2025-04-24 00:00:00,Accessories,Backpack,North,Small Business,1,177.26,177.26,45.64
493,2025-02-24 00:00:00,Office Supplies,File Folder,East,Small Business,1,449.47,449.47,77.81
494,2025-04-11 00:00:00,Accessories,Backpack,East,Small Business,4,69.17,276.68,72.78
495,2025-06-23 00:00:00,Furniture,Table,South,Small Business,2,381,762,46.96
496,2025-10-29 00:00:00,Electronics,Mouse,West,Small Business,3,482.29,1446.87,73.91
497,2025-09-05 00:00:00,Electronics,Monitor,West,Small Business,3,348.99,1046.97,97.8
498,2025-11-04 00:00:00,Furniture,Chair,West,Small Business,6,257.01,1542.06,225.4
499,2025-05-31 00:00:00,Furniture,Bookshelf,West,Corporate,8,404.35,3234.8,273.49
500,2025-10-11 00:00:00,Office Supplies,File Folder,East,Small Business,4,108.44,433.76,89.37
501,2025-11-29 00:00:00,Office Supplies,Printer Paper,South,Small Business,3,256.91,770.73,172.32
502,2025-09-03 00:00:00,Office Supplies,Notebook,East,Small Business,7,340.38,2382.66,651.58
503,2025-02-24 00:00:00,Office Supplies,Stapler,North,Small Business,1,196.63,196.63,12.44
504,2025-05-27 00:00:00,Electronics,Headphones,East,Consumer,5,81.75,408.75,26.78
505,2025-08-20 00:00:00,Office Supplies,Pen,North,Corporate,2,311.89,623.78,136.53
506,2025-09-19 00:00:00,Furniture,Sofa,West,Consumer,5,349.54,1747.7,107.91
507,2025-06-10 00:00:00,Accessories,Phone Stand,West,Small Business,1,16.35,16.35,1.84
508,2025-10-07 00:00:00,Accessories,Water Bottle,East,Small Business,4,390.31,1561.24,454.43
509,2025-02-08 00:00:00,Office Supplies,Stapler,South,Small Business,3,481.61,1444.83,337.76
510,2025-05-23 00:00:00,Electronics,Mouse,North,Corporate,5,73.73,368.65,72.25
511,2025-12-30 00:00:00,Office Supplies,Notebook,East,Corporate,3,29.57,88.71,25.03
512,2025-10-21 00:00:00,Electronics,Monitor,East,Corporate,6,45.71,274.26,62.24
513,2025-03-23 00:00:00,Furniture,Desk,North,Small Business,7,276.11,1932.77,291.57
514,2025-06-19 00:00:00,Office Supplies,Pen,South,Small Business,6,186.79,1120.74,117.24
515,2025-12-09 00:00:00,Accessories,Wallet,North,Consumer,6,228.38,1370.28,378.37
516,2025-02-28 00:00:00,Furniture,Chair,East,Corporate,7,135.73,950.11,219.47
517,2025-09-18 00:00:00,Electronics,Monitor,East,Small Business,8,248.53,1988.24,246.76
518,2025-03-27 00:00:00,Furniture,Bookshelf,North,Consumer,1,317.2,317.2,32.57
519,2025-10-03 00:00:00,Furniture,Table,North,Consumer,7,326.81,2287.67,651.84
520,2025-06-19 00:00:00,Furniture,Chair,West,Small Business,1,52.89,52.89,3.36
521,2025-04-27 00:00:00,Office Supplies,File Folder,North,Small Business,5,209.74,1048.7,170.71
522,2025-07-19 00:00:00,Accessories,Phone Stand,East,Consumer,2,272.07,544.14,114.46
523,2025-02-07 00:00:00,Electronics,Monitor,North,Small Business,6,464.74,2788.44,213.41
524,2025-08-13 00:00:00,Office Supplies,File Folder,North,Corporate,7,203.61,1425.27,306.69
525,2025-07-20 00:00:00,Accessories,Water Bottle,South,Consumer,5,480.47,2402.35,206.65
526,2025-01-22 00:00:00,Office Supplies,Notebook,South,Consumer,1,290.63,290.63,43.16
527,2025-06-26 00:00:00,Electronics,Keyboard,South,Small Business,4,212.2,848.8,179.51
528,2025-11-12 00:00:00,Furniture,Desk,South,Consumer,5,105.22,526.1,50.16
529,2025-10-09 00:00:00,Electronics,Monitor,West,Small Business,2,152.42,304.84,20.38
530,2025-07-02 00:00:00,Electronics,Headphones,West,Corporate,3,338.93,1016.79,110.46
531,2025-06-12 00:00:00,Office Supplies,File Folder,North,Consumer,8,230.82,1846.56,376.86
532,2025-10-18 00:00:00,Office Supplies,File Folder,South,Small Business,6,405.77,2434.62,705.22
533,2025-04-24 00:00:00,Furniture,Chair,East,Consumer,7,145.57,1018.99,142.53
534,2025-07-03 00:00:00,Office Supplies,Stapler,West,Corporate,5,248.62,1243.1,95.98
535,2025-04-11 00:00:00,Electronics,Keyboard,South,Small Business,5,369.44,1847.2,381.73
536,2025-10-24 00:00:00,Electronics,Laptop,North,Small Business,7,386.91,2708.37,279.48
537,2025-10-04 00:00:00,Electronics,Monitor,East,Small Business,8,330.41,2643.28,230.38
538,2025-08-26 00:00:00,Accessories,Water Bottle,East,Consumer,2,204.42,408.84,71.77
539,2025-03-13 00:00:00,Furniture,Sofa,South,Small Business,8,88.02,704.16,134.91
540,2025-04-23 00:00:00,Furniture,Table,East,Consumer,8,123.56,988.48,114.75
541,2025-07-04 00:00:00,Furniture,Chair,South,Small Business,7,240.14,1680.98,275.11
542,2025-12-27 00:00:00,Electronics,Laptop,East,Consumer,5,419.09,2095.45,242.71
543,2025-10-28 00:00:00,Furniture,Table,West,Corporate,2,263.16,526.32,75.83
544,2025-06-26 00:00:00,Furniture,Sofa,West,Corporate,8,398.4,3187.2,866.26
545,2025-03-26 00:00:00,Electronics,Monitor,South,Corporate,4,47.77,191.08,40.29
546,2025-07-05 00:00:00,Furniture,Desk,South,Consumer,2,333.94,667.88,102.62
547,2025-09-03 00:00:00,Office Supplies,Notebook,West,Small Business,8,113.24,905.92,81.82
548,2025-03-07 00:00:00,Accessories,Backpack,South,Consumer,3,76.01,228.03,40.63
549,2025-04-03 00:00:00,Furniture,Chair,South,Corporate,7,303.69,2125.83,405.82
550,2025-08-18 00:00:00,Electronics,Keyboard,North,Consumer,8,434.98,3479.84,322.38
551,2025-04-04 00:00:00,Accessories,Wallet,South,Small Business,5,92.18,460.9,102.04
552,2025-07-13 00:00:00,Accessories,Wallet,North,Consumer,7,74.78,523.46,28.34
553,2025-09-01 00:00:00,Accessories,Water Bottle,North,Consumer,1,440.1,440.1,80.48
554,2025-03-08 00:00:00,Electronics,Laptop,West,Small Business,1,449.51,449.51,109.55
555,2025-01-23 00:00:00,Accessories,Wallet,West,Corporate,7,122.45,857.15,214.78
556,2025-03-10 00:00:00,Accessories,USB Cable,North,Corporate,5,243.8,1219,131.81
557,2025-04-07 00:00:00,Electronics,Keyboard,West,Corporate,1,357.48,357.48,88.42
558,2025-12-02 00:00:00,Electronics,Monitor,North,Corporate,4,347.01,1388.04,179.02
559,2025-11-30 00:00:00,Office Supplies,Notebook,South,Corporate,5,138.04,690.2,127.01
560,2025-07-23 00:00:00,Office Supplies,File Folder,East,Small Business,4,212.48,849.92,209.04
561,2025-10-12 00:00:00,Accessories,Water Bottle,East,Small Business,8,134.35,1074.8,136.14
562,2025-03-02 00:00:00,Office Supplies,Stapler,South,Small Business,4,228.83,915.32,205.79
563,2025-07-25 00:00:00,Furniture,Chair,South,Small Business,6,402.42,2414.52,491.37
564,2025-01-03 00:00:00,Electronics,Headphones,West,Small Business,2,413.4,826.8,138.83
565,2025-04-24 00:00:00,Accessories,Backpack,North,Corporate,6,49.22,295.32,17.55
566,2025-11-02 00:00:00,Accessories,Phone Stand,East,Small Business,1,473.4,473.4,120.74
567,2025-12-03 00:00:00,Accessories,Phone Stand,North,Consumer,5,105.43,527.15,129.67
568,2025-01-19 00:00:00,Furniture,Sofa,South,Small Business,6,127.24,763.44,38.23
569,2025-06-30 00:00:00,Furniture,Chair,East,Corporate,7,208.67,1460.69,146.18
570,2025-05-26 00:00:00,Electronics,Laptop,North,Small Business,6,180.26,1081.56,274.59
571,2025-07-26 00:00:00,Furniture,Sofa,South,Corporate,1,137.94,137.94,20.94
572,2025-05-31 00:00:00,Electronics,Monitor,North,Small Business,6,474.04,2844.24,713.15
573,2025-08-15 00:00:00,Office Supplies,File Folder,East,Small Business,7,285.95,2001.65,485.38
574,2025-01-15 00:00:00,Office Supplies,Stapler,West,Small Business,8,66.97,535.76,35.84
575,2025-06-30 00:00:00,Furniture,Desk,East,Corporate,1,353.4,353.4,40.94
576,2025-06-25 00:00:00,Office Supplies,Notebook,West,Small Business,2,281.73,563.46,53.32
577,2025-05-18 00:00:00,Office Supplies,Printer Paper,South,Small Business,3,474.09,1422.27,314
578,2025-05-04 00:00:00,Furniture,Table,South,Consumer,5,111.32,556.6,56.04
579,2025-02-24 00:00:00,Furniture,Sofa,East,Consumer,2,460.89,921.78,201.83
580,2025-01-22 00:00:00,Accessories,Wallet,North,Small Business,8,191.89,1535.12,197.81
581,2025-05-24 00:00:00,Office Supplies,Stapler,South,Small Business,7,118.83,831.81,161.51
582,2025-10-04 00:00:00,Electronics,Monitor,West,Corporate,1,256.21,256.21,38.03
583,2025-09-23 00:00:00,Furniture,Table,North,Small Business,8,164.67,1317.36,68.64
584,2025-07-05 00:00:00,Furniture,Table,North,Corporate,5,101.7,508.5,58.84
585,2025-04-05 00:00:00,Office Supplies,Stapler,East,Corporate,8,217.73,1741.84,269.59
586,2025-08-19 00:00:00,Office Supplies,Printer Paper,West,Corporate,3,289.99,869.97,256.48
587,2025-10-12 00:00:00,Furniture,Chair,East,Consumer,7,429.59,3007.13,297.75
588,2025-08-04 00:00:00,Furniture,Table,North,Consumer,8,75.89,607.12,165.94
589,2025-10-15 00:00:00,Office Supplies,Stapler,East,Corporate,1,205.22,205.22,45.69
590,2025-11-19 00:00:00,Electronics,Headphones,East,Corporate,2,230.43,460.86,61.6
591,2025-01-11 00:00:00,Office Supplies,Printer Paper,East,Corporate,7,69.41,485.87,129.65
